d1,type,d2
DB00813,1,DB01463
DB00575,1,DB05271
DB00393,1,DB00565
DB01106,1,DB08897
DB00635,1,DB00864
DB00673,1,DB00820
DB01021,1,DB06410
DB00368,1,DB00780
DB00275,1,DB00468
DB01184,1,DB05521
DB00765,1,DB01403
DB00484,1,DB00497
DB00542,1,DB01119
DB01267,1,DB01560
DB00186,1,DB00564
DB00177,1,DB00190
DB00761,1,DB06702
DB00758,1,DB03619
DB01264,1,DB08865
DB01045,1,DB06603
DB00182,1,DB06288
DB06717,1,DB08933
DB00433,1,DB00656
DB00932,1,DB06695
DB00705,1,DB01264
DB00673,1,DB00802
DB00626,1,DB01172
DB00479,1,DB00710
DB00402,1,DB05271
DB00177,1,DB04920
DB00366,1,DB00921
DB00316,1,DB01351
DB00564,1,DB00715
DB00834,1,DB01165
DB01211,1,DB09123
DB00700,1,DB06636
DB01018,1,DB01609
DB01023,1,DB01320
DB01016,1,DB01267
DB00331,1,DB09156
DB00191,1,DB00433
DB05521,1,DB08918
DB00204,1,DB00285
DB00186,1,DB00283
DB00277,1,DB00648
DB00316,1,DB00682
DB00434,1,DB00780
DB00493,1,DB01172
DB00499,1,DB09118
DB00671,1,DB06696
DB00734,1,DB09280
DB00813,1,DB06201
DB00862,1,DB02703
DB00307,1,DB06708
DB00503,1,DB00918
DB00976,1,DB08820
DB00813,1,DB09072
DB00863,1,DB08864
DB00205,1,DB00831
DB00382,1,DB00598
DB00300,1,DB00991
DB00283,1,DB00425
DB00673,1,DB06603
DB00752,1,DB01238
DB00465,1,DB01356
DB00289,1,DB00852
DB00708,1,DB01173
DB00363,1,DB00888
DB01021,1,DB06153
DB00814,1,DB00864
DB00863,1,DB06701
DB00301,1,DB01024
DB00677,1,DB01319
DB00187,1,DB00312
DB01238,1,DB06700
DB00382,1,DB00747
DB00270,1,DB01254
DB00176,1,DB00374
DB01244,1,DB04920
DB00181,1,DB00246
DB00279,1,DB00472
DB00404,1,DB01173
DB00752,1,DB09274
DB00187,1,DB01288
DB00322,1,DB00586
DB00458,1,DB09117
DB00945,1,DB06335
DB00675,1,DB09073
DB01158,1,DB06791
DB00814,1,DB00834
DB00687,1,DB01045
DB00502,1,DB01104
DB01198,1,DB08912
DB00679,1,DB06724
DB00553,1,DB01238
DB01166,1,DB02703
DB00470,1,DB08897
DB00328,1,DB06695
DB00876,1,DB09242
DB04839,1,DB08907
DB00379,1,DB00831
DB00813,1,DB01263
DB00761,1,DB00967
DB01238,1,DB08820
DB00264,1,DB00752
DB00642,1,DB04817
DB00384,1,DB00484
DB00300,1,DB08976
DB00313,1,DB01355
DB00273,1,DB01224
DB00657,1,DB00795
DB00475,1,DB09272
DB01218,1,DB01264
DB00718,1,DB00811
DB01367,1,DB09209
DB00333,1,DB09073
DB00571,1,DB00794
DB00619,1,DB00997
DB01238,1,DB08882
DB01211,1,DB01395
DB00956,1,DB06413
DB01263,1,DB01591
DB00232,1,DB00794
DB00391,1,DB00989
DB00648,1,DB08901
DB01136,1,DB01232
DB01175,1,DB01624
DB00728,1,DB00781
DB00277,1,DB01353
DB01171,1,DB01403
DB00401,1,DB01337
DB01023,1,DB08933
DB00472,1,DB00502
DB00765,1,DB01624
DB01211,1,DB08867
DB00595,1,DB01147
DB01219,1,DB05271
DB00935,1,DB01001
DB00196,1,DB00270
DB00569,1,DB09070
DB01026,1,DB01268
DB00188,1,DB01623
DB09076,1,DB09272
DB00806,1,DB01223
DB00742,1,DB06696
DB00518,1,DB00608
DB00035,1,DB00465
DB00661,1,DB00945
DB01171,1,DB01618
DB00450,1,DB00747
DB00393,1,DB01355
DB00675,1,DB01418
DB00687,1,DB01010
DB00248,1,DB00264
DB00461,1,DB00955
DB00182,1,DB09009
DB00344,1,DB00850
DB00035,1,DB00788
DB00731,1,DB01208
DB00181,1,DB09555
DB01149,1,DB06212
DB00230,1,DB01173
DB01113,1,DB01353
DB00898,1,DB06706
DB00861,1,DB01296
DB00844,1,DB00999
DB01232,1,DB06203
DB00682,1,DB01329
DB00798,1,DB01147
DB00794,1,DB04951
DB00186,1,DB04946
DB00280,1,DB00521
DB06603,1,DB08895
DB00273,1,DB00752
DB04905,1,DB08931
DB00186,1,DB01173
DB00418,1,DB00425
DB00798,1,DB01416
DB00573,1,DB00955
DB00363,1,DB04868
DB00307,1,DB00401
DB00662,1,DB01409
DB00391,1,DB00490
DB00166,1,DB00331
DB00418,1,DB00898
DB08820,1,DB08912
DB08881,1,DB09118
DB00678,1,DB00820
DB00273,1,DB01142
DB00996,1,DB11110
DB00334,1,DB00454
DB00872,1,DB08896
DB00460,1,DB00850
DB00584,1,DB00794
DB01171,1,DB01247
DB01088,1,DB09242
DB00794,1,DB01203
DB00319,1,DB00684
DB00734,1,DB01264
DB00706,1,DB00752
DB00206,1,DB00335
DB00976,1,DB01054
DB01047,1,DB01609
DB01224,1,DB01577
DB00582,1,DB01002
DB00605,1,DB01207
DB00503,1,DB01035
DB00297,1,DB00571
DB00231,1,DB05271
DB00363,1,DB08880
DB00524,1,DB00672
DB00543,1,DB01038
DB00872,1,DB00906
DB01032,1,DB01208
DB00461,1,DB01254
DB00418,1,DB00440
DB00780,1,DB04946
DB00503,1,DB00608
DB00470,1,DB00753
DB00295,1,DB00934
DB00433,1,DB01356
DB01189,1,DB06201
DB01609,1,DB06335
DB05521,1,DB06684
DB00865,1,DB08820
DB00921,1,DB04831
DB01418,1,DB09053
DB00195,1,DB01158
DB00909,1,DB02703
DB00623,1,DB08893
DB00937,1,DB01288
DB00898,1,DB09401
DB00220,1,DB06603
DB00422,1,DB01238
DB00843,1,DB01267
DB00543,1,DB08824
DB00321,1,DB00465
DB00321,1,DB00668
DB00401,1,DB06717
DB00186,1,DB01202
DB06148,1,DB09555
DB05521,1,DB09039
DB01082,1,DB01604
DB00503,1,DB01131
DB00214,1,DB03615
DB04572,1,DB04817
DB00996,1,DB06201
DB00682,1,DB00806
DB00196,1,DB09143
DB00182,1,DB00295
DB01080,1,DB05271
DB00370,1,DB00623
DB00988,1,DB06714
DB00850,1,DB01175
DB08903,1,DB09119
DB00470,1,DB01365
DB01016,1,DB01590
DB00366,1,DB00475
DB00246,1,DB00425
DB01223,1,DB03880
DB00318,1,DB01560
DB00883,1,DB06290
DB00474,1,DB00519
DB00363,1,DB00428
DB01367,1,DB01560
DB00908,1,DB06695
DB00802,1,DB01560
DB00541,1,DB00661
DB00358,1,DB04841
DB00334,1,DB01215
DB00277,1,DB00960
DB00912,1,DB01601
DB00996,1,DB01173
DB00484,1,DB00897
DB00678,1,DB00780
DB00204,1,DB00622
DB00384,1,DB00862
DB00850,1,DB06288
DB08912,1,DB09123
DB00776,1,DB01083
DB00860,1,DB01264
DB00312,1,DB00413
DB00470,1,DB04868
DB00713,1,DB01024
DB00770,1,DB06237
DB01193,1,DB09282
DB00331,1,DB01319
DB00220,1,DB09401
DB00715,1,DB08883
DB00705,1,DB09128
DB00382,1,DB01069
DB06701,1,DB06724
DB00338,1,DB01167
DB00661,1,DB06695
DB00814,1,DB00974
DB00243,1,DB01045
DB00475,1,DB08820
DB00790,1,DB09242
DB00162,1,DB00523
DB00622,1,DB01355
DB01143,1,DB01340
DB00854,1,DB01017
DB00370,1,DB00834
DB00245,1,DB09076
DB00400,1,DB00717
DB00502,1,DB01071
DB00768,1,DB01017
DB00790,1,DB01009
DB00222,1,DB00468
DB00823,1,DB09119
DB01590,1,DB09477
DB00677,1,DB01601
DB00495,1,DB01201
DB00503,1,DB06212
DB01206,1,DB08895
DB00366,1,DB06201
DB00952,1,DB04842
DB00322,1,DB06218
DB00816,1,DB01210
DB00384,1,DB00813
DB00924,1,DB08881
DB00381,1,DB00565
DB00679,1,DB09291
DB00273,1,DB00387
DB01219,1,DB06717
DB00814,1,DB01208
DB00865,1,DB01178
DB00841,1,DB00865
DB00529,1,DB00684
DB00390,1,DB00887
DB01192,1,DB09042
DB00191,1,DB00938
DB01142,1,DB05271
DB09039,1,DB09118
DB00307,1,DB00908
DB00343,1,DB01045
DB00679,1,DB09117
DB01320,1,DB06697
DB01175,1,DB09048
DB00726,1,DB08883
DB00834,1,DB04839
DB00543,1,DB01623
DB00598,1,DB09083
DB00844,1,DB05271
DB00222,1,DB00396
DB01288,1,DB09080
DB00176,1,DB00490
DB00967,1,DB06204
DB00715,1,DB06228
DB00715,1,DB00997
DB01112,1,DB06724
DB00366,1,DB00423
DB00159,1,DB00605
DB00470,1,DB01407
DB00319,1,DB01032
DB00961,1,DB09273
DB00413,1,DB01198
DB01128,1,DB01418
DB00816,1,DB00960
DB00227,1,DB01026
DB00281,1,DB06717
DB00503,1,DB08918
DB00195,1,DB00752
DB00601,1,DB01175
DB00557,1,DB00697
DB00603,1,DB04908
DB00409,1,DB00752
DB00765,1,DB04946
DB00872,1,DB01229
DB00496,1,DB00648
DB01364,1,DB01556
DB01201,1,DB01259
DB00682,1,DB01163
DB00690,1,DB01392
DB00841,1,DB00983
DB00679,1,DB00998
DB00418,1,DB00727
DB00243,1,DB01220
DB00972,1,DB09555
DB01354,1,DB06292
DB00788,1,DB06695
DB00615,1,DB01259
DB00708,1,DB00774
DB00615,1,DB00802
DB00559,1,DB00783
DB00625,1,DB01211
DB01158,1,DB01210
DB00490,1,DB04842
DB00370,1,DB00964
DB00196,1,DB00908
DB00346,1,DB02703
DB00344,1,DB00921
DB00668,1,DB09082
DB00864,1,DB06813
DB00266,1,DB00833
DB00315,1,DB00508
DB01623,1,DB09076
DB00146,1,DB00277
DB01142,1,DB03880
DB06204,1,DB09042
DB00384,1,DB00899
DB00227,1,DB06589
DB00310,1,DB00752
DB00335,1,DB01355
DB01614,1,DB06684
DB00220,1,DB06145
DB00379,1,DB01175
DB00752,1,DB09068
DB00328,1,DB01395
DB01223,1,DB08931
DB00715,1,DB00956
DB00569,1,DB00686
DB00554,1,DB09211
DB01354,1,DB08822
DB00967,1,DB09034
DB01232,1,DB09272
DB00476,1,DB00705
DB00898,1,DB01175
DB01171,1,DB06707
DB00865,1,DB06767
DB00708,1,DB01041
DB00273,1,DB01356
DB00700,1,DB01050
DB00266,1,DB00367
DB00220,1,DB00530
DB01026,1,DB05109
DB00231,1,DB00366
DB00865,1,DB09080
DB00206,1,DB01355
DB00695,1,DB01119
DB00621,1,DB08907
DB00500,1,DB03619
DB04908,1,DB06589
DB01016,1,DB01208
DB00559,1,DB01097
DB00264,1,DB00280
DB00887,1,DB08882
DB00315,1,DB06262
DB09053,1,DB09075
DB08827,1,DB08933
DB01591,1,DB08933
DB00482,1,DB00798
DB00875,1,DB00953
DB00734,1,DB01018
DB00470,1,DB00752
DB00559,1,DB00908
DB00595,1,DB11248
DB00176,1,DB00998
DB01267,1,DB09042
DB00277,1,DB00571
DB01041,1,DB04946
DB00780,1,DB06663
DB00661,1,DB00957
DB01609,1,DB06702
DB00211,1,DB00458
DB00191,1,DB00668
DB00268,1,DB09072
DB00177,1,DB06210
DB00420,1,DB00953
DB00476,1,DB00966
DB00338,1,DB01576
DB00834,1,DB09083
DB00624,1,DB01380
DB00742,1,DB00752
DB00370,1,DB05271
DB00136,1,DB00658
DB00215,1,DB06616
DB06209,1,DB09053
DB01219,1,DB08912
DB00814,1,DB01032
DB00422,1,DB01038
DB00619,1,DB08827
DB00490,1,DB06717
DB00199,1,DB04905
DB06626,1,DB09073
DB00446,1,DB01166
DB00422,1,DB01037
DB00999,1,DB01354
DB01023,1,DB06724
DB00232,1,DB00862
DB00214,1,DB00554
DB00316,1,DB00474
DB00187,1,DB00672
DB01068,1,DB09054
DB01175,1,DB01356
DB01355,1,DB08941
DB01151,1,DB06201
DB00401,1,DB00862
DB00557,1,DB01018
DB01201,1,DB06212
DB00794,1,DB06589
DB08906,1,DB09067
DB00966,1,DB06212
DB00479,1,DB00573
DB00503,1,DB01045
DB00390,1,DB00784
DB01232,1,DB08877
DB00903,1,DB09282
DB00635,1,DB01016
DB00907,1,DB04844
DB05521,1,DB08439
DB00875,1,DB01151
DB01403,1,DB01558
DB00528,1,DB00653
DB00250,1,DB00325
DB00768,1,DB08897
DB00605,1,DB04865
DB09026,1,DB09220
DB00867,1,DB01001
DB00559,1,DB08899
DB00615,1,DB01624
DB06723,1,DB09267
DB00932,1,DB01195
DB00603,1,DB01167
DB01238,1,DB01319
DB00508,1,DB01171
DB00972,1,DB01589
DB00819,1,DB01356
DB01167,1,DB01238
DB00512,1,DB00814
DB01100,1,DB06589
DB00710,1,DB00955
DB00957,1,DB08882
DB00678,1,DB00806
DB00542,1,DB00700
DB01026,1,DB04908
DB00850,1,DB00952
DB01009,1,DB06228
DB00398,1,DB01097
DB00421,1,DB01355
DB00935,1,DB06704
DB00309,1,DB00343
DB00696,1,DB00734
DB00307,1,DB00904
DB01211,1,DB08816
DB00731,1,DB01021
DB01193,1,DB01355
DB00176,1,DB00514
DB00470,1,DB00628
DB00264,1,DB00457
DB00974,1,DB01088
DB00307,1,DB04845
DB04868,1,DB09128
DB00203,1,DB00564
DB00537,1,DB00687
DB00368,1,DB00421
DB00390,1,DB08881
DB01174,1,DB08882
DB06237,1,DB06717
DB00841,1,DB01164
DB00270,1,DB01164
DB00479,1,DB00749
DB00612,1,DB01392
DB00182,1,DB09555
DB00035,1,DB00555
DB00342,1,DB09054
DB00384,1,DB00418
DB00608,1,DB01136
DB00648,1,DB01018
DB00196,1,DB06237
DB01232,1,DB06605
DB00956,1,DB00985
DB00641,1,DB01149
DB00252,1,DB00496
DB02703,1,DB08865
DB00341,1,DB09272
DB00237,1,DB06201
DB00227,1,DB05109
DB00425,1,DB00494
DB00420,1,DB00674
DB00615,1,DB01238
DB00470,1,DB09071
DB00277,1,DB01558
DB00264,1,DB00333
DB00476,1,DB01100
DB00177,1,DB01158
DB00765,1,DB01238
DB00458,1,DB01063
DB06708,1,DB09065
DB00331,1,DB00627
DB00850,1,DB01576
DB00932,1,DB01120
DB00498,1,DB00749
DB00353,1,DB01026
DB00338,1,DB01263
DB01551,1,DB09290
DB00563,1,DB00814
DB01045,1,DB06176
DB00382,1,DB00687
DB01264,1,DB06218
DB00333,1,DB01041
DB01609,1,DB06717
DB04905,1,DB09079
DB00181,1,DB00502
DB00363,1,DB09053
DB00945,1,DB09295
DB00752,1,DB01203
DB00661,1,DB06207
DB00573,1,DB03615
DB00468,1,DB00692
DB00193,1,DB01063
DB00320,1,DB05521
DB00484,1,DB00540
DB06413,1,DB06704
DB01354,1,DB01357
DB00273,1,DB11315
DB00396,1,DB06605
DB00610,1,DB00938
DB00215,1,DB00498
DB00280,1,DB08907
DB00370,1,DB01189
DB00193,1,DB00695
DB00541,1,DB01115
DB00906,1,DB09048
DB01150,1,DB03615
DB00297,1,DB00960
DB00334,1,DB00490
DB00898,1,DB00972
DB00397,1,DB06701
DB00215,1,DB06288
DB00790,1,DB01029
DB00794,1,DB04920
DB00248,1,DB01203
DB00191,1,DB08824
DB00582,1,DB09049
DB00337,1,DB01008
DB06786,1,DB09063
DB00307,1,DB06697
DB00537,1,DB09268
DB01394,1,DB09277
DB00450,1,DB00625
DB00921,1,DB04908
DB01030,1,DB01656
DB00237,1,DB00489
DB00997,1,DB02703
DB00344,1,DB06288
DB00252,1,DB00903
DB00176,1,DB01614
DB00349,1,DB05271
DB00569,1,DB01207
DB00584,1,DB04884
DB06698,1,DB09555
DB00104,1,DB04876
DB00938,1,DB01407
DB00397,1,DB01620
DB00835,1,DB01017
DB01181,1,DB08912
DB00295,1,DB00540
DB00606,1,DB00708
DB00474,1,DB00765
DB00420,1,DB00601
DB00500,1,DB00955
DB00220,1,DB01222
DB00553,1,DB06769
DB00455,1,DB06698
DB00748,1,DB06698
DB00321,1,DB09080
DB00492,1,DB01021
DB01120,1,DB09009
DB00476,1,DB01242
DB00569,1,DB01600
DB00335,1,DB09242
DB01238,1,DB04896
DB00484,1,DB00678
DB01026,1,DB06228
DB00311,1,DB00708
DB01436,1,DB09407
DB01211,1,DB09083
DB01200,1,DB06717
DB05246,1,DB06204
DB00712,1,DB09211
DB00657,1,DB00862
DB00694,1,DB01656
DB00305,1,DB04817
DB00343,1,DB00625
DB00417,1,DB01024
DB00318,1,DB00468
DB01224,1,DB09097
DB00215,1,DB09080
DB00199,1,DB08815
DB08907,1,DB09009
DB00186,1,DB00404
DB01023,1,DB01211
DB00477,1,DB06702
DB01020,1,DB08820
DB00656,1,DB01238
DB01072,1,DB06176
DB00524,1,DB00899
DB00277,1,DB00801
DB01026,1,DB01030
DB00502,1,DB06700
DB01012,1,DB01100
DB00569,1,DB01397
DB00508,1,DB00765
DB00273,1,DB06799
DB00968,1,DB01354
DB01197,1,DB01355
DB00700,1,DB00861
DB01119,1,DB01359
DB06282,1,DB08883
DB00408,1,DB00765
DB01098,1,DB06290
DB00420,1,DB01253
DB00091,1,DB00316
DB00390,1,DB01204
DB00199,1,DB09083
DB00191,1,DB00316
DB01166,1,DB08827
DB00166,1,DB01200
DB00601,1,DB06714
DB00248,1,DB00335
DB00176,1,DB06594
DB00338,1,DB00847
DB00196,1,DB00771
DB00282,1,DB00919
DB00559,1,DB09065
DB01010,1,DB01203
DB01393,1,DB06817
DB00563,1,DB01397
DB00231,1,DB00715
DB00420,1,DB09097
DB01158,1,DB01203
DB01232,1,DB05812
DB01234,1,DB09102
DB00479,1,DB00739
DB01202,1,DB06201
DB06723,1,DB08860
DB00201,1,DB00387
DB00595,1,DB00607
DB00491,1,DB00945
DB00421,1,DB01076
DB00318,1,DB00363
DB00734,1,DB06684
DB00252,1,DB00750
DB06206,1,DB06605
DB00150,1,DB00215
DB00222,1,DB01072
DB01284,1,DB01595
DB00555,1,DB00732
DB01609,1,DB08865
DB00484,1,DB00909
DB00203,1,DB08931
DB00361,1,DB09054
DB00731,1,DB08880
DB06700,1,DB09053
DB00224,1,DB09049
DB00468,1,DB00657
DB00196,1,DB00213
DB00193,1,DB00307
DB00177,1,DB06292
DB00872,1,DB09118
DB00470,1,DB01403
DB01045,1,DB04835
DB00503,1,DB01259
DB00653,1,DB01018
DB00950,1,DB01278
DB00552,1,DB01073
DB00956,1,DB01114
DB00266,1,DB00549
DB00476,1,DB00808
DB00278,1,DB04272
DB00176,1,DB01242
DB00530,1,DB01232
DB00543,1,DB00677
DB00475,1,DB06290
DB00949,1,DB00972
DB00808,1,DB09220
DB00417,1,DB01082
DB00605,1,DB04272
DB00201,1,DB01193
DB01174,1,DB09030
DB00211,1,DB00668
DB00433,1,DB01171
DB04884,1,DB05521
DB00176,1,DB08794
DB00328,1,DB01356
DB00465,1,DB00728
DB00784,1,DB08976
DB00312,1,DB09026
DB00976,1,DB09143
DB00273,1,DB00496
DB00496,1,DB01182
DB00201,1,DB00622
DB00215,1,DB09054
DB01355,1,DB01418
DB05039,1,DB06711
DB01220,1,DB06290
DB00163,1,DB01050
DB00091,1,DB01353
DB00203,1,DB08912
DB00829,1,DB08820
DB00091,1,DB00695
DB00349,1,DB08912
DB00613,1,DB05812
DB00554,1,DB00715
DB00582,1,DB01008
DB06636,1,DB08912
DB00214,1,DB00332
DB00465,1,DB00919
DB02703,1,DB09073
DB00564,1,DB09102
DB00263,1,DB00839
DB01072,1,DB08932
DB06287,1,DB08820
DB00564,1,DB08934
DB00696,1,DB01026
DB00557,1,DB08872
DB00301,1,DB00798
DB00280,1,DB01167
DB00490,1,DB09073
DB01222,1,DB02703
DB00273,1,DB00344
DB00604,1,DB08820
DB01041,1,DB01403
DB01076,1,DB08912
DB00215,1,DB06697
DB00468,1,DB00808
DB08916,1,DB09053
DB01211,1,DB01427
DB00997,1,DB04855
DB00601,1,DB01171
DB00924,1,DB09034
DB00687,1,DB06724
DB00696,1,DB01167
DB01100,1,DB01156
DB00657,1,DB06767
DB00409,1,DB00918
DB00503,1,DB01026
DB01174,1,DB01609
DB00220,1,DB01221
DB00496,1,DB01278
DB00237,1,DB08941
DB00976,1,DB01222
DB06636,1,DB09118
DB00266,1,DB01357
DB00834,1,DB00908
DB06480,1,DB08893
DB00418,1,DB00883
DB00370,1,DB00477
DB00220,1,DB00270
DB00237,1,DB01113
DB00182,1,DB00191
DB00196,1,DB00656
DB00322,1,DB01016
DB00332,1,DB00979
DB00175,1,DB06723
DB00653,1,DB01068
DB01623,1,DB04839
DB08899,1,DB09049
DB01576,1,DB01623
DB00476,1,DB00889
DB00715,1,DB00999
DB01397,1,DB08794
DB00211,1,DB00470
DB00153,1,DB01406
DB06789,1,DB08794
DB00277,1,DB00550
DB01214,1,DB09063
DB00863,1,DB01156
DB00904,1,DB01579
DB00977,1,DB01016
DB00714,1,DB00969
DB00850,1,DB09042
DB00619,1,DB01149
DB01002,1,DB01167
DB01319,1,DB09074
DB01173,1,DB01621
DB00834,1,DB06216
DB00391,1,DB00887
DB00399,1,DB01082
DB01072,1,DB06414
DB00422,1,DB00542
DB00834,1,DB06788
DB00381,1,DB11126
DB00865,1,DB00938
DB00458,1,DB01354
DB00451,1,DB01377
DB00252,1,DB00317
DB00564,1,DB09072
DB01207,1,DB06700
DB00186,1,DB00949
DB00196,1,DB01229
DB08815,1,DB09072
DB00211,1,DB00571
DB00368,1,DB01556
DB00379,1,DB00851
DB00531,1,DB00880
DB01032,1,DB01150
DB00524,1,DB00708
DB00208,1,DB01035
DB00418,1,DB00715
DB00794,1,DB09123
DB00975,1,DB03619
DB00906,1,DB01173
DB00734,1,DB05812
DB01236,1,DB08883
DB00220,1,DB00475
DB06480,1,DB09065
DB00847,1,DB00898
DB00606,1,DB00854
DB00744,1,DB01100
DB02546,1,DB08907
DB00427,1,DB06767
DB00615,1,DB01418
DB00300,1,DB00500
DB00285,1,DB00449
DB00722,1,DB00806
DB00497,1,DB09065
DB00317,1,DB08899
DB00988,1,DB01064
DB00373,1,DB00820
DB00559,1,DB08896
DB01071,1,DB09042
DB00420,1,DB06724
DB00204,1,DB06788
DB00500,1,DB00945
DB00898,1,DB01219
DB05812,1,DB06589
DB00673,1,DB01200
DB01224,1,DB08882
DB00864,1,DB08899
DB00682,1,DB01603
DB05294,1,DB08912
DB00390,1,DB01337
DB00268,1,DB01440
DB00277,1,DB00872
DB00745,1,DB09074
DB01026,1,DB01248
DB00425,1,DB09118
DB00898,1,DB04839
DB00346,1,DB01167
DB00201,1,DB01288
DB00363,1,DB01201
DB00537,1,DB00697
DB00231,1,DB00486
DB00983,1,DB01203
DB04855,1,DB08873
DB00187,1,DB00871
DB01211,1,DB01256
DB00559,1,DB09073
DB00334,1,DB00696
DB00180,1,DB06636
DB00684,1,DB00833
DB00726,1,DB00850
DB00541,1,DB00648
DB00726,1,DB00794
DB00393,1,DB11126
DB01124,1,DB06791
DB00999,1,DB08907
DB01264,1,DB08875
DB00674,1,DB08895
DB00224,1,DB09128
DB00206,1,DB01255
DB00435,1,DB01198
DB00264,1,DB00503
DB00331,1,DB00731
DB00368,1,DB09042
DB00611,1,DB09272
DB00366,1,DB00370
DB01337,1,DB04825
DB01032,1,DB04570
DB00610,1,DB00668
DB00379,1,DB00969
DB00258,1,DB00381
DB00401,1,DB00758
DB00307,1,DB06789
DB00611,1,DB09034
DB00316,1,DB01011
DB00400,1,DB00418
DB00603,1,DB01211
DB00625,1,DB01076
DB00321,1,DB01264
DB00398,1,DB01248
DB00728,1,DB00996
DB00395,1,DB06204
DB00682,1,DB00948
DB00252,1,DB00615
DB00688,1,DB01607
DB00564,1,DB00765
DB00091,1,DB00684
DB00503,1,DB06626
DB00831,1,DB01247
DB00333,1,DB00831
DB01018,1,DB08883
DB01357,1,DB09119
DB00700,1,DB00761
DB00224,1,DB09143
DB00458,1,DB00816
DB00307,1,DB01232
DB00295,1,DB01560
DB00195,1,DB00708
DB00537,1,DB09267
DB00414,1,DB00977
DB00422,1,DB01365
DB00862,1,DB09401
DB00492,1,DB00752
DB01114,1,DB06201
DB00206,1,DB00248
DB01163,1,DB01418
DB04842,1,DB09097
DB01583,1,DB09293
DB01558,1,DB05812
DB01104,1,DB01166
DB00806,1,DB01087
DB00349,1,DB00653
DB00232,1,DB01353
DB00752,1,DB01620
DB00618,1,DB01061
DB00559,1,DB06413
DB00252,1,DB08820
DB01275,1,DB09242
DB01440,1,DB01587
DB00761,1,DB00780
DB00191,1,DB01579
DB00285,1,DB00697
DB06335,1,DB09048
DB00285,1,DB01037
DB00320,1,DB02703
DB00211,1,DB00651
DB00204,1,DB01137
DB00269,1,DB00982
DB00205,1,DB01614
DB00279,1,DB00682
DB01278,1,DB06702
DB00831,1,DB09117
DB00222,1,DB01110
DB00421,1,DB00780
DB00358,1,DB01080
DB01403,1,DB09290
DB00246,1,DB01251
DB01156,1,DB08912
DB00448,1,DB01238
DB00166,1,DB00284
DB01023,1,DB06207
DB00452,1,DB00884
DB01220,1,DB09268
DB00425,1,DB00924
DB00224,1,DB00243
DB01149,1,DB01182
DB00998,1,DB01239
DB00603,1,DB06717
DB00749,1,DB00932
DB00514,1,DB06684
DB00366,1,DB00679
DB00834,1,DB06589
DB00820,1,DB04920
DB00201,1,DB08881
DB00295,1,DB01041
DB00630,1,DB06696
DB00872,1,DB00921
DB01174,1,DB08933
DB01320,1,DB09214
DB04924,1,DB09555
DB00989,1,DB01618
DB00182,1,DB00213
DB01609,1,DB09123
DB00370,1,DB09072
DB00695,1,DB06335
DB00433,1,DB04844
DB06684,1,DB09053
DB00188,1,DB01174
DB00344,1,DB06201
DB00470,1,DB00544
DB00206,1,DB00952
DB00557,1,DB00734
DB00341,1,DB00653
DB00187,1,DB00476
DB00322,1,DB09257
DB00252,1,DB01356
DB00682,1,DB01131
DB00214,1,DB01235
DB00559,1,DB00608
DB00993,1,DB09477
DB00932,1,DB01600
DB00598,1,DB09080
DB00420,1,DB00675
DB00391,1,DB06153
DB00250,1,DB00648
DB00690,1,DB00715
DB00186,1,DB00557
DB00884,1,DB01162
DB00864,1,DB09053
DB00214,1,DB01143
DB00104,1,DB01251
DB01041,1,DB01176
DB00949,1,DB06204
DB00316,1,DB00884
DB00136,1,DB09407
DB00816,1,DB00865
DB00199,1,DB09273
DB00201,1,DB00887
DB00175,1,DB00627
DB00501,1,DB00682
DB00246,1,DB01200
DB00514,1,DB00850
DB00315,1,DB01239
DB01016,1,DB02659
DB01017,1,DB06216
DB00633,1,DB08895
DB01097,1,DB08868
DB00991,1,DB06228
DB00408,1,DB00780
DB00898,1,DB01440
DB00490,1,DB00557
DB00237,1,DB00492
DB00486,1,DB01577
DB00945,1,DB06700
DB00404,1,DB00956
DB00774,1,DB06204
DB00537,1,DB00691
DB00541,1,DB01136
DB00270,1,DB01392
DB00946,1,DB08816
DB00252,1,DB01074
DB01267,1,DB01577
DB00241,1,DB00668
DB00708,1,DB09290
DB00590,1,DB08873
DB00404,1,DB01403
DB06706,1,DB09042
DB00564,1,DB01590
DB00489,1,DB08895
DB00213,1,DB06695
DB01556,1,DB01576
DB01021,1,DB01591
DB00268,1,DB01221
DB00266,1,DB00749
DB00814,1,DB08976
DB00564,1,DB06697
DB00897,1,DB05271
DB00136,1,DB01234
DB00484,1,DB00968
DB01177,1,DB01229
DB00186,1,DB09034
DB00919,1,DB08976
DB00216,1,DB08865
DB00537,1,DB04908
DB00402,1,DB00673
DB00196,1,DB09049
DB01201,1,DB08820
DB00734,1,DB06292
DB00451,1,DB09210
DB00273,1,DB00875
DB01407,1,DB09009
DB00204,1,DB06717
DB00014,1,DB00915
DB00682,1,DB01127
DB00381,1,DB01609
DB00903,1,DB01192
DB00313,1,DB00458
DB00830,1,DB06707
DB00950,1,DB06723
DB00370,1,DB01247
DB00309,1,DB08895
DB00468,1,DB01394
DB00186,1,DB00906
DB00872,1,DB08865
DB01239,1,DB01579
DB00150,1,DB01171
DB00860,1,DB01211
DB00843,1,DB00933
DB00203,1,DB01320
DB00181,1,DB01215
DB00768,1,DB09290
DB00214,1,DB00563
DB00497,1,DB00601
